id,created_at,updated_at,task_id,platform,user_id,channel_id,quota,action,status,fail_reason,submit_time,start_time,finish_time,progress,properties,data
1,1758615286,1758615466,867985086375534592,52,1,1,50000,textGenerate,SUCCESS,https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/08/867985086375534592/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request&X-Amz-Date=20250923T081746Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&response-cache-control=max-age%3D86400&response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T08%253A17%253A41Z.mp4&x-id=GetObject&X-Amz-Signature=ec680be1ac109a9ec0e23894e2642dcc5c4fbf7de7464ab675ea49f3c7600dc1,1758615286,1758615300,1758615466,100%,"b'{""input"":""""}'","b'{""bgm"":false,""creations"":[{""cover_url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/08/867985086375534592/creation-01/cover.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T081746Z\\u0026X-Amz-Expires=3600\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026x-id=GetObject\\u0026X-Amz-Signature=21da9e4d57733e1df91ccd68dc61c503d825ad4b26406c8aa613a2187be0c1d3"",""id"":""867985821448343552"",""moderation_url"":[],""url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/08/867985086375534592/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T081746Z\\u0026X-Amz-Expires=86400\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T08%253A17%253A41Z.mp4\\u0026x-id=GetObject\\u0026X-Amz-Signature=ec680be1ac109a9ec0e23894e2642dcc5c4fbf7de7464ab675ea49f3c7600dc1"",""video"":{""duration"":0,""fps"":0,""resolution"":null},""watermarked_url"":""""}],""credits"":8,""cus_priority"":0,""err_code"":"""",""id"":""867985086375534592"",""off_peak"":false,""payload"":"""",""state"":""success""}'"
2,1758615706,1758615782,867986847878356992,52,1,1,50000,generate,SUCCESS,https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/08/867986847878356992/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request&X-Amz-Date=20250923T082302Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&response-cache-control=max-age%3D86400&response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T08%253A22%253A56Z.mp4&x-id=GetObject&X-Amz-Signature=1ebdb86c4346d386fedf58ea7fa87f5917b1a1fb328ee1f74fb379fc1754dac7,1758615706,1758615721,1758615782,100%,"b'{""input"":""""}'","b'{""bgm"":false,""creations"":[{""cover_url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/08/867986847878356992/creation-01/cover.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T082302Z\\u0026X-Amz-Expires=3600\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026x-id=GetObject\\u0026X-Amz-Signature=a9154fcd0334859006ead22779ab642480920a95c36be7cb32e091ded3def9a7"",""id"":""867987141630689280"",""moderation_url"":[],""url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/08/867986847878356992/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T082302Z\\u0026X-Amz-Expires=86400\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T08%253A22%253A56Z.mp4\\u0026x-id=GetObject\\u0026X-Amz-Signature=1ebdb86c4346d386fedf58ea7fa87f5917b1a1fb328ee1f74fb379fc1754dac7"",""video"":{""duration"":0,""fps"":0,""resolution"":null},""watermarked_url"":""""}],""credits"":8,""cus_priority"":0,""err_code"":"""",""id"":""867986847878356992"",""off_peak"":false,""payload"":"""",""state"":""success""}'"
3,1758616438,1758616517,867989918490599424,52,1,1,50000,generate,SUCCESS,https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/08/867989918490599424/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request&X-Amz-Date=20250923T083517Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&response-cache-control=max-age%3D86400&response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T08%253A35%253A14Z.mp4&x-id=GetObject&X-Amz-Signature=e40b6b56c6926df2f17ab41d8ed88224025a548b93339c362fa798b1c23a441e,1758616438,1758616457,1758616517,100%,"b'{""input"":""""}'","b'{""bgm"":false,""creations"":[{""cover_url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/08/867989918490599424/creation-01/cover.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T083517Z\\u0026X-Amz-Expires=3600\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026x-id=GetObject\\u0026X-Amz-Signature=33d9b704d8b626b6d87f14b1e0aebd1737ec84f3576e2accce82fe4f07449cfe"",""id"":""867990240017555456"",""moderation_url"":[],""url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/08/867989918490599424/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T083517Z\\u0026X-Amz-Expires=86400\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T08%253A35%253A14Z.mp4\\u0026x-id=GetObject\\u0026X-Amz-Signature=e40b6b56c6926df2f17ab41d8ed88224025a548b93339c362fa798b1c23a441e"",""video"":{""duration"":0,""fps"":0,""resolution"":null},""watermarked_url"":""""}],""credits"":8,""cus_priority"":0,""err_code"":"""",""id"":""867989918490599424"",""off_peak"":false,""payload"":"""",""state"":""success""}'"
4,1758618763,1758618919,867999673242132480,52,1,1,1250000,firstTailGenerate,SUCCESS,https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/09/867999673242132480/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request&X-Amz-Date=20250923T091519Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&response-cache-control=max-age%3D86400&response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T09%253A15%253A11Z.mp4&x-id=GetObject&X-Amz-Signature=e0bd28ec50891fea77176fbe515277221fbb20bb96338a029a37b355733d4e1c,1758618763,1758618783,1758618919,100%,"b'{""input"":""""}'","b'{""bgm"":false,""creations"":[{""cover_url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/09/867999673242132480/creation-01/cover.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T091519Z\\u0026X-Amz-Expires=3600\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026x-id=GetObject\\u0026X-Amz-Signature=7f7763fa4e3e8062730587be3a8de3c7df74868cef686ee210dc0cae2bd648c7"",""id"":""868000294183677952"",""moderation_url"":[],""url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/09/867999673242132480/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T091519Z\\u0026X-Amz-Expires=86400\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T09%253A15%253A11Z.mp4\\u0026x-id=GetObject\\u0026X-Amz-Signature=e0bd28ec50891fea77176fbe515277221fbb20bb96338a029a37b355733d4e1c"",""video"":{""duration"":0,""fps"":0,""resolution"":null},""watermarked_url"":""""}],""credits"":8,""cus_priority"":0,""err_code"":"""",""id"":""867999673242132480"",""off_peak"":false,""payload"":"""",""state"":""success""}'"
5,1758618769,1758618919,867999696461770752,52,1,1,1250000,firstTailGenerate,SUCCESS,https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/09/867999696461770752/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request&X-Amz-Date=20250923T091519Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&response-cache-control=max-age%3D86400&response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T09%253A15%253A16Z.mp4&x-id=GetObject&X-Amz-Signature=2b6b06491d48cee690c8b095a830991f3d1da12bd03fc788ebc160e00a762e92,1758618769,1758618783,1758618919,100%,"b'{""input"":""""}'","b'{""bgm"":false,""creations"":[{""cover_url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/09/867999696461770752/creation-01/cover.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T091519Z\\u0026X-Amz-Expires=3600\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026x-id=GetObject\\u0026X-Amz-Signature=b15c7e62d515332e7e6351277f8e38872b64389ea65ac8b189a9d57466030574"",""id"":""868000314937098240"",""moderation_url"":[],""url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/09/867999696461770752/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T091519Z\\u0026X-Amz-Expires=86400\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T09%253A15%253A16Z.mp4\\u0026x-id=GetObject\\u0026X-Amz-Signature=2b6b06491d48cee690c8b095a830991f3d1da12bd03fc788ebc160e00a762e92"",""video"":{""duration"":0,""fps"":0,""resolution"":null},""watermarked_url"":""""}],""credits"":8,""cus_priority"":0,""err_code"":"""",""id"":""867999696461770752"",""off_peak"":false,""payload"":"""",""state"":""success""}'"
6,1758618900,1758618979,868000247656259584,52,1,1,1250000,generate,SUCCESS,https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/09/868000247656259584/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request&X-Amz-Date=20250923T091619Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&response-cache-control=max-age%3D86400&response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T09%253A16%253A04Z.mp4&x-id=GetObject&X-Amz-Signature=5d5ae4aeec09292d5eb3a0d9025cf0a27b8b36dee08886d86359699750053def,1758618900,1758618919,1758618979,100%,"b'{""input"":""""}'","b'{""bgm"":false,""creations"":[{""cover_url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/09/868000247656259584/creation-01/cover.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T091619Z\\u0026X-Amz-Expires=3600\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026x-id=GetObject\\u0026X-Amz-Signature=9c10e5919ed2781542ed51c756de948fa440e13685f678d56660b77dad92d1f9"",""id"":""868000515898765312"",""moderation_url"":[],""url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/09/868000247656259584/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T091619Z\\u0026X-Amz-Expires=86400\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T09%253A16%253A04Z.mp4\\u0026x-id=GetObject\\u0026X-Amz-Signature=5d5ae4aeec09292d5eb3a0d9025cf0a27b8b36dee08886d86359699750053def"",""video"":{""duration"":0,""fps"":0,""resolution"":null},""watermarked_url"":""""}],""credits"":8,""cus_priority"":0,""err_code"":"""",""id"":""868000247656259584"",""off_peak"":false,""payload"":"""",""state"":""success""}'"
7,1758620091,1758620195,868005243269455872,52,1,1,1250000,generate,SUCCESS,https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/09/868005243269455872/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request&X-Amz-Date=20250923T093635Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&response-cache-control=max-age%3D86400&response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T09%253A36%253A22Z.mp4&x-id=GetObject&X-Amz-Signature=6ab75c37b5e748a240a38619fc301ea1e4be9bbad57a395e2ae122b40d99d05d,1758620091,1758620105,1758620195,100%,"b'{""input"":""""}'","b'{""bgm"":false,""creations"":[{""cover_url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/09/868005243269455872/creation-01/cover.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T093635Z\\u0026X-Amz-Expires=3600\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026x-id=GetObject\\u0026X-Amz-Signature=66210b099eddbc974d4c8a926b13451a035a73edd942d3fbc4e4dd139817aee1"",""id"":""868005624376471552"",""moderation_url"":[],""url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0923/09/868005243269455872/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250923%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250923T093635Z\\u0026X-Amz-Expires=86400\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-23T09%253A36%253A22Z.mp4\\u0026x-id=GetObject\\u0026X-Amz-Signature=6ab75c37b5e748a240a38619fc301ea1e4be9bbad57a395e2ae122b40d99d05d"",""video"":{""duration"":0,""fps"":0,""resolution"":null},""watermarked_url"":""""}],""credits"":8,""cus_priority"":0,""err_code"":"""",""id"":""868005243269455872"",""off_peak"":false,""payload"":"""",""state"":""success""}'"
8,1758685587,1758685669,868279952934481920,52,1,1,1250000,referenceGenerate,SUCCESS,https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0924/03/868279952934481920/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250924%2Fcn-northwest-1%2Fs3%2Faws4_request&X-Amz-Date=20250924T034749Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&response-cache-control=max-age%3D86400&response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-24T03%253A47%253A48Z.mp4&x-id=GetObject&X-Amz-Signature=57df177de9f4701f2a313d6bbfec736fcbd00020cadc295774dd9e585eac051c,1758685587,1758685609,1758685669,100%,"b'{""input"":""""}'","b'{""bgm"":false,""creations"":[{""cover_url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0924/03/868279952934481920/creation-01/cover.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250924%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250924T034749Z\\u0026X-Amz-Expires=3600\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026x-id=GetObject\\u0026X-Amz-Signature=44ca61f8fb6c0e057e9f414cc7bef98ec26f0e4a799cca919b353304de886456"",""id"":""868280293516161024"",""moderation_url"":[],""url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0924/03/868279952934481920/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250924%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250924T034749Z\\u0026X-Amz-Expires=86400\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-24T03%253A47%253A48Z.mp4\\u0026x-id=GetObject\\u0026X-Amz-Signature=57df177de9f4701f2a313d6bbfec736fcbd00020cadc295774dd9e585eac051c"",""video"":{""duration"":0,""fps"":0,""resolution"":null},""watermarked_url"":""""}],""credits"":8,""cus_priority"":0,""err_code"":"""",""id"":""868279952934481920"",""off_peak"":false,""payload"":"""",""state"":""success""}'"
9,1758701268,1758701347,868345724708909056,52,1,1,1250000,generate,SUCCESS,https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0924/08/868345724708909056/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250924%2Fcn-northwest-1%2Fs3%2Faws4_request&X-Amz-Date=20250924T080907Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&response-cache-control=max-age%3D86400&response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-24T08%253A08%253A58Z.mp4&x-id=GetObject&X-Amz-Signature=c2d5d435db22857bf6de7891d7e90112e2ed4f005894cb196638438d7f754410,1758701268,1758701287,1758701347,100%,"b'{""input"":""""}'","b'{""bgm"":false,""creations"":[{""cover_url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0924/08/868345724708909056/creation-01/cover.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250924%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250924T080907Z\\u0026X-Amz-Expires=3600\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026x-id=GetObject\\u0026X-Amz-Signature=89fdd86775de76de150732b1282ec9688d583c9ca625f6fb7e2570d0cb61f0ad"",""id"":""868346018314334208"",""moderation_url"":[],""url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0924/08/868345724708909056/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250924%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250924T080907Z\\u0026X-Amz-Expires=86400\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-24T08%253A08%253A58Z.mp4\\u0026x-id=GetObject\\u0026X-Amz-Signature=c2d5d435db22857bf6de7891d7e90112e2ed4f005894cb196638438d7f754410"",""video"":{""duration"":0,""fps"":0,""resolution"":null},""watermarked_url"":""""}],""credits"":8,""cus_priority"":0,""err_code"":"""",""id"":""868345724708909056"",""off_peak"":false,""payload"":"""",""state"":""success""}'"
10,1758706220,1758706359,868366492419256320,52,1,1,1250000,generate,SUCCESS,https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0924/09/868366492419256320/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250924%2Fcn-northwest-1%2Fs3%2Faws4_request&X-Amz-Date=20250924T093239Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&response-cache-control=max-age%3D86400&response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-24T09%253A32%253A27Z.mp4&x-id=GetObject&X-Amz-Signature=9478b6eb41bf008cee466f01e6e441298036bb098310699c371ff62b0aa595bd,1758706220,1758706238,1758706359,100%,"b'{""input"":""""}'","b'{""bgm"":false,""creations"":[{""cover_url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0924/09/868366492419256320/creation-01/cover.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250924%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250924T093239Z\\u0026X-Amz-Expires=3600\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026x-id=GetObject\\u0026X-Amz-Signature=1d27e6c3b89835557fe822b8ffd5e71541f7f9a1981fcf68334bb2be26424cee"",""id"":""868367027184623616"",""moderation_url"":[],""url"":""https://prod-ss-vidu.s3.cn-northwest-1.amazonaws.com.cn/infer/tasks/25/0924/09/868366492419256320/creation-01/video.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256\\u0026X-Amz-Credential=AKIARRHG6JR7EMNHVUWT%2F20250924%2Fcn-northwest-1%2Fs3%2Faws4_request\\u0026X-Amz-Date=20250924T093239Z\\u0026X-Amz-Expires=86400\\u0026X-Amz-SignedHeaders=host\\u0026response-cache-control=max-age%3D86400\\u0026response-content-disposition=attachment%3Bfilename%3Dgeneral-5-2025-09-24T09%253A32%253A27Z.mp4\\u0026x-id=GetObject\\u0026X-Amz-Signature=9478b6eb41bf008cee466f01e6e441298036bb098310699c371ff62b0aa595bd"",""video"":{""duration"":0,""fps"":0,""resolution"":null},""watermarked_url"":""""}],""credits"":8,""cus_priority"":0,""err_code"":"""",""id"":""868366492419256320"",""off_peak"":false,""payload"":"""",""state"":""success""}'"
